"Deck","Front","Back","Japanese","Hiragana","English","Example_JP","Example_Hiragana","Example_EN","Example2_JP","Example2_Hiragana","Example2_EN","Example3_JP","Example3_Hiragana","Example3_EN","Tags","Notes"
"07_project_communication","優先度（ゆうせんど）","priority<br><b>Example</b>: 優先度を上げる。 / ゆうせんどをあげる。 / Raise priority.","優先度","ゆうせんど","priority","優先度をつけます。","ゆうせんどをつけます。","We'll set priorities.","優先度をつけます。","ゆうせんどをつけます。","We'll set priorities.","優先度がたかいものからやります。","ゆうせんどがたかいものからやります。","We'll start with the highest priority.","07_project_communication",""
"07_project_communication","見積もり（みつもり）","estimate<br><b>Example</b>: 工数を見積もる。 / こうすうをみつもる。 / Estimate effort.","見積もり","みつもり","estimate","見積もりをだします。","みつもりをだします。","We'll provide an estimate.","見積もりをだします。","みつもりをだします。","We'll provide an estimate.","見積もりをみなおします。","みつもりをみなおします。","We'll revisit the estimate.","07_project_communication",""
"07_project_communication","進捗（しんちょく）","progress<br><b>Example</b>: 進捗を共有する。 / しんちょくをきょうゆうする。 / Share progress.","進捗","しんちょく","progress","進捗をきょうゆうします。","しんちょくをきょうゆうします。","We'll share progress.","進捗をきょうゆうします。","しんちょくをきょうゆうします。","We'll share progress.","進捗がおくれています。","しんちょくがおくれています。","Progress is behind.","07_project_communication",""
"07_project_communication","課題（かだい）","issue / challenge<br><b>Example</b>: 課題を洗い出す。 / かだいをあらいだす。 / List the issues.","課題","かだい","issue / challenge","課題をりすとにします。","かだいをりすとにします。","We'll list the issues.","課題をりすとあっぷします。","かだいをりすとあっぷします。","We'll list the issues.","課題のたいおうほうほうをきめます。","かだいのたいおうほうほうをきめます。","We'll decide how to address the issue.","07_project_communication",""
"07_project_communication","方針（ほうしん）","policy / approach<br><b>Example</b>: 方針を決める。 / ほうしんをきめる。 / Decide the approach.","方針","ほうしん","policy / approach","方針をきめます。","ほうしんをきめます。","We'll decide the approach.","方針をきめます。","ほうしんをきめます。","We'll decide the approach.","方針をぶれずにすすめます。","ほうしんをぶれずにすすめます。","We'll proceed consistently with the approach.","07_project_communication",""
"07_project_communication","合意（ごうい）","agreement / alignment<br><b>Example</b>: 関係者と合意する。 / かんけいしゃとごういする。 / Align with stakeholders.","合意","ごうい","agreement / alignment","合意をとります。","ごういをとります。","We'll get alignment.","合意をとります。","ごういをとります。","We'll get alignment.","合意できたらすすめます。","ごういできたらすすめます。","Once we agree we'll move forward.","07_project_communication",""
"08_cv_vision","画像処理（がぞうしょり）","image processing<br><b>Example</b>: 画像処理のパイプラインを作る。 / がぞうしょりのぱいぷらいんをつくる。 / Build an image-processing pipeline.","画像処理","がぞうしょり","image processing","画像処理でのいずをへらします。","がぞうしょりでのいずをへらします。","Image processing reduces noise.","画像処理でのいずをへらします。","がぞうしょりでのいずをへらします。","Image processing reduces noise.","画像処理のぱいぷらいんをくみます。","がぞうしょりのぱいぷらいんをくみます。","We'll build an image-processing pipeline.","08_cv_vision",""
"08_cv_vision","画像認識（がぞうにんしき）","image recognition<br><b>Example</b>: 画像認識モデルを評価する。 / がぞうにんしきもでるをひょうかする。 / Evaluate an image recognition model.","画像認識","がぞうにんしき","image recognition","画像認識でらべるをよそくします。","がぞうにんしきでらべるをよそくします。","Image recognition predicts labels.","画像認識でらべるをよそくします。","がぞうにんしきでらべるをよそくします。","Image recognition predicts labels.","画像認識のせいどをひょうかします。","がぞうにんしきのせいどをひょうかします。","We'll evaluate image-recognition accuracy.","08_cv_vision",""
"08_cv_vision","物体検出（ぶったいけんしゅつ）","object detection<br><b>Example</b>: 物体検出の精度を改善する。 / ぶったいけんしゅつのせいどをかいぜんする。 / Improve detection accuracy.","物体検出","ぶったいけんしゅつ","object detection","物体検出でひとをみつけます。","ぶったいけんしゅつでひとをみつけます。","Object detection finds people.","物体検出でひとをみつけます。","ぶったいけんしゅつでひとをみつけます。","Object detection finds people.","物体検出のしきいちをちょうせいします。","ぶったいけんしゅつのしきいちをちょうせいします。","We'll tune the detection threshold.","08_cv_vision",""
"08_cv_vision","セグメンテーション（せぐめんてーしょん）","segmentation<br><b>Example</b>: セグメンテーションを導入する。 / せぐめんてーしょんをどうにゅうする。 / Introduce segmentation.","セグメンテーション","せぐめんてーしょん","segmentation","セグメンテーションでりょういきをわけます。","せぐめんてーしょんでりょういきをわけます。","Segmentation separates regions.","セグメンテーションでりょういきをぬりわけます。","せぐめんてーしょんでりょういきをぬりわけます。","Segmentation separates regions.","セグメンテーションのまくすくをかくにんします。","せぐめんてーしょんのまくすくをかくにんします。","We'll check the segmentation mask.","08_cv_vision",""
"08_cv_vision","インスタンス分割（いんすたんすぶんかつ）","instance segmentation<br><b>Example</b>: インスタンス分割で個体を分ける。 / いんすたんすぶんかつでこたいをわける。 / Separate instances with instance segmentation.","インスタンス分割","いんすたんすぶんかつ","instance segmentation","インスタンス分割でこたいごとにわけます。","いんすたんすぶんかつでこたいごとにわけます。","Instance segmentation separates each object.","インスタンス分割でこたいごとにわけます。","いんすたんすぶんかつでこたいごとにわけます。","Instance segmentation separates each object.","インスタンス分割のけっかをかくにんします。","いんすたんすぶんかつのけっかをかくにんします。","We'll review the instance-segmentation results.","08_cv_vision",""
"08_cv_vision","画像分類（がぞうぶんるい）","image classification<br><b>Example</b>: 画像分類のベースラインを作る。 / がぞうぶんるいのべーすらいんをつくる。 / Build an image classification baseline.","画像分類","がぞうぶんるい","image classification","画像分類でくらすをえらびます。","がぞうぶんるいでくらすをえらびます。","Image classification chooses a class.","画像分類でかてごりをえらびます。","がぞうぶんるいでかてごりをえらびます。","Image classification chooses a category.","画像分類のくらすをふやします。","がぞうぶんるいのくらすをふやします。","We'll increase classes for image classification.","08_cv_vision",""
"08_cv_vision","アノテーション（あのてーしょん）","annotation<br><b>Example</b>: データをアノテーションする。 / でーたをあのてーしょんする。 / Annotate the data.","アノテーション","あのてーしょん","annotation","アノテーションをつけます。","あのてーしょんをつけます。","We'll add annotations.","アノテーションをつけます。","あのてーしょんをつけます。","We'll add annotations.","アノテーションのしつをかくにんします。","あのてーしょんのしつをかくにんします。","We'll check annotation quality.","08_cv_vision",""
"08_cv_vision","バウンディングボックス（ばうんでぃんぐぼっくす）","bounding box<br><b>Example</b>: バウンディングボックスを修正する。 / ばうんでぃんぐぼっくすをしゅうせいする。 / Fix the bounding boxes.","バウンディングボックス","ばうんでぃんぐぼっくす","bounding box","バウンディングボックスをひきます。","ばうんでぃんぐぼっくすをひきます。","We'll draw bounding boxes.","バウンディングボックスをひきます。","ばうんでぃんぐぼっくすをひきます。","We'll draw bounding boxes.","バウンディングボックスがずれていないかみます。","ばうんでぃんぐぼっくすがずれていないかみます。","We'll check bounding boxes aren't shifted.","08_cv_vision",""
"08_cv_vision","IoU（あいおーゆー）","intersection over union (IoU)<br><b>Example</b>: IoUの閾値を上げる。 / あいおーゆーのしきいちをあげる。 / Raise the IoU threshold.","IoU","あいおーゆー","intersection over union (IoU)","IoUをけいさんします。","あいおーゆーをけいさんします。","We'll compute IoU.","IoUをけいさんします。","あいおーゆーをけいさんします。","We'll compute IoU.","IoUがひくいりゆうをしらべます。","あいおーゆーがひくいりゆうをしらべます。","We'll investigate low IoU.","08_cv_vision",""
"08_cv_vision","mAP（えむえーぴー）","mean average precision (mAP)<br><b>Example</b>: mAPでモデルを比較する。 / えむえーぴーでもでるをひかくする。 / Compare models by mAP.","mAP","えむえーぴー","mean average precision (mAP)","mAPでひょうかします。","えむえーぴーでひょうかします。","We'll evaluate with mAP.","mAPでひょうかします。","えむえーぴーでひょうかします。","We'll evaluate with mAP.","mAPをあげるためにでーたをふやします。","えむえーぴーをあげるためにでーたをふやします。","We'll add more data to improve mAP.","08_cv_vision",""
"08_cv_vision","誤検出（ごけんしゅつ）","false positive detection<br><b>Example</b>: 誤検出が増えた。 / ごけんしゅつがふえた。 / False positives increased.","誤検出","ごけんしゅつ","false positive detection","誤検出がふえています。","ごけんしゅつがふえています。","False positives are increasing.","誤検出がふえています。","ごけんしゅつがふえています。","False positives are increasing.","誤検出をへらすためにしきいちをあげます。","ごけんしゅつをへらすためにしきいちをあげます。","We'll raise the threshold to reduce false positives.","08_cv_vision",""
"08_cv_vision","検出漏れ（けんしゅつもれ）","missed detection / false negative<br><b>Example</b>: 検出漏れを減らす。 / けんしゅつもれをへらす。 / Reduce misses.","検出漏れ","けんしゅつもれ","missed detection / false negative","検出漏れがないかみます。","けんしゅつもれがないかみます。","We'll check for missed detections.","検出漏れがあるかみます。","けんしゅつもれがあるかみます。","We'll check for missed detections.","検出漏れをへらすためにでーたをふやします。","けんしゅつもれをへらすためにでーたをふやします。","We'll add more data to reduce missed detections.","08_cv_vision",""
"08_cv_vision","データ拡張（でーたかくちょう）","data augmentation<br><b>Example</b>: データ拡張で汎化を上げる。 / でーたかくちょうではんかをあげる。 / Improve generalization via augmentation.","データ拡張","でーたかくちょう","data augmentation","データ拡張でばらつきをふやします。","でーたかくちょうでばらつきをふやします。","Data augmentation increases variety.","データ拡張でばらつきをふやします。","でーたかくちょうでばらつきをふやします。","Data augmentation increases variety.","データ拡張をやりすぎないようにします。","でーたかくちょうをやりすぎないようにします。","We'll avoid overdoing augmentation.","08_cv_vision",""
"08_cv_vision","回転（かいてん）","rotation<br><b>Example</b>: 回転の拡張を入れる。 / かいてんのかくちょうをいれる。 / Add rotation augmentation.","回転","かいてん","rotation","回転してでーたをふやします。","かいてんしてでーたをふやします。","We rotate to augment data.","回転してでーたをふやします。","かいてんしてでーたをふやします。","We rotate to augment data.","回転のかくどをかえます。","かいてんのかくどをかえます。","We'll change the rotation angle.","08_cv_vision",""
"08_cv_vision","反転（はんてん）","flip<br><b>Example</b>: 反転で学習する。 / はんてんでがくしゅうする。 / Train with flips.","反転","はんてん","flip","反転してでーたをふやします。","はんてんしてでーたをふやします。","We flip to augment data.","反転してでーたをふやします。","はんてんしてでーたをふやします。","We flip to augment data.","反転がゆうこうかかくにんします。","はんてんがゆうこうかかくにんします。","We'll check if flipping helps.","08_cv_vision",""
"08_cv_vision","切り出し（きりだし）","cropping<br><b>Example</b>: 切り出しサイズを変える。 / きりだしさいずをかえる。 / Change crop size.","切り出し","きりだし","cropping","切り出しでひつようなぶぶんだけつかいます。","きりだしでひつようなぶぶんだけつかいます。","Cropping keeps only the needed part.","切り出しでひつようなぶぶんだけつかいます。","きりだしでひつようなぶぶんだけつかいます。","Cropping uses only the needed part.","切り出しのさいずをちょうせいします。","きりだしのさいずをちょうせいします。","We'll tune the crop size.","08_cv_vision",""
"08_cv_vision","解像度（かいぞうど）","resolution<br><b>Example</b>: 解像度を下げて高速化する。 / かいぞうどをさげてこうそくかする。 / Lower resolution to speed up.","解像度","かいぞうど","resolution","解像度をそろえます。","かいぞうどをそろえます。","We'll keep the resolution consistent.","解像度をさげるとすぴーどがあがります。","かいぞうどをさげるとすぴーどがあがります。","Lower resolution speeds things up.","解像度をそろえます。","かいぞうどをそろえます。","We'll make the resolution consistent.","08_cv_vision",""
"08_cv_vision","リサイズ（りさいず）","resize<br><b>Example</b>: 入力画像をリサイズする。 / にゅうりょくがぞうをりさいずする。 / Resize the input image.","リサイズ","りさいず","resize","リサイズしておおきさをそろえます。","りさいずしておおきさをそろえます。","We resize to match sizes.","リサイズしておおきさをそろえます。","りさいずしておおきさをそろえます。","We resize to match sizes.","リサイズのほうほうをかえます。","りさいずのほうほうをかえます。","We'll change the resize method.","08_cv_vision",""
"08_cv_vision","ノイズ（のいず）","noise<br><b>Example</b>: ノイズに強いモデルにする。 / のいずにつよいもでるにする。 / Make the model robust to noise.","ノイズ","のいず","noise","ノイズがおおいです。","のいずがおおいです。","There's a lot of noise.","ノイズがおおいです。","のいずがおおいです。","There's a lot of noise.","ノイズをへらすふぃるたをかけます。","のいずをへらすふぃるたをかけます。","We'll apply a filter to reduce noise.","08_cv_vision",""
"08_cv_vision","ぼかし（ぼかし）","blur<br><b>Example</b>: ぼかしの影響を確認する。 / ぼかしのえいきょうをかくにんする。 / Check blur impact.","ぼかし","ぼかし","blur","ぼかしをかけます。","ぼかしをかけます。","We'll apply blur.","ぼかしでのいずをへらします。","ぼかしでのいずをへらします。","Blur can reduce noise.","ぼかしのつよさをちょうせいします。","ぼかしのつよさをちょうせいします。","We'll tune the blur strength.","08_cv_vision",""
"08_cv_vision","レンズ歪み（れんずゆがみ）","lens distortion<br><b>Example</b>: レンズ歪みを補正する。 / れんずゆがみをほせいする。 / Correct lens distortion.","レンズ歪み","れんずゆがみ","lens distortion","レンズ歪みをほせいします。","れんずゆがみをほせいします。","We correct lens distortion.","レンズ歪みをほせいします。","れんずゆがみをほせいします。","We correct lens distortion.","レンズ歪みがあるがぞうをのぞきます。","れんずゆがみがあるがぞうをのぞきます。","We'll filter out images with lens distortion.","08_cv_vision",""
"08_cv_vision","キャリブレーション（きゃりぶれーしょん）","calibration<br><b>Example</b>: カメラをキャリブレーションする。 / かめらをきゃりぶれーしょんする。 / Calibrate the camera.","キャリブレーション","きゃりぶれーしょん","calibration","キャリブレーションでかめらをあわせます。","きゃりぶれーしょんでかめらをあわせます。","Calibration aligns the camera.","キャリブレーションでかめらをあわせます。","きゃりぶれーしょんでかめらをあわせます。","Calibration aligns the camera.","キャリブレーションのぱらめーたをほぞんします。","きゃりぶれーしょんのぱらめーたをほぞんします。","We'll save calibration parameters.","08_cv_vision",""
"08_cv_vision","追跡（ついせき）","tracking<br><b>Example</b>: 物体を追跡する。 / ぶったいをついせきする。 / Track objects.","追跡","ついせき","tracking","追跡でうごきをおいます。","ついせきでうごきをおいます。","Tracking follows motion.","追跡でうごきをおいます。","ついせきでうごきをおいます。","Tracking follows motion.","追跡がとぎれないようにします。","ついせきがとぎれないようにします。","We'll prevent tracking from breaking.","08_cv_vision",""
"08_cv_vision","深度推定（しんどすいてい）","depth estimation<br><b>Example</b>: 深度推定の誤差を見る。 / しんどすいていのごさをみる。 / Check depth error.","深度推定","しんどすいてい","depth estimation","深度推定でおくゆきをだします。","しんどすいていでおくゆきをだします。","Depth estimation outputs depth.","深度推定でおくゆきをだします。","しんどすいていでおくゆきをだします。","Depth estimation outputs depth.","深度推定のごさをひょうかします。","しんどすいていのごさをひょうかします。","We'll evaluate depth-estimation error.","08_cv_vision",""
"08_cv_vision","特徴点（とくちょうてん）","keypoints / features<br><b>Example</b>: 特徴点を抽出する。 / とくちょうてんをちゅうしゅつする。 / Extract keypoints.","特徴点","とくちょうてん","keypoints / features","特徴点をけんしゅつします。","とくちょうてんをけんしゅつします。","We'll detect keypoints.","特徴点をけんしゅつします。","とくちょうてんをけんしゅつします。","We'll detect keypoints.","特徴点をまっちさせます。","とくちょうてんをまっちさせます。","We'll match keypoints.","08_cv_vision",""
"08_cv_vision","マッチング（まっちんぐ）","matching<br><b>Example</b>: 特徴点をマッチングする。 / とくちょうてんをまっちんぐする。 / Match keypoints.","マッチング","まっちんぐ","matching","マッチングでにたものをみつけます。","まっちんぐでにたものをみつけます。","Matching finds correspondences.","マッチングでにたものをみつけます。","まっちんぐでにたものをみつけます。","Matching finds correspondences.","マッチングのせいどをあげます。","まっちんぐのせいどをあげます。","We'll improve matching accuracy.","08_cv_vision",""
"09_recommender_systems","推薦（すいせん）","recommendation<br><b>Example</b>: 商品を推薦する。 / しょうひんをすいせんする。 / Recommend products.","推薦","すいせん","recommendation","推薦をぱーそならいずします。","すいせんをぱーそならいずします。","We'll personalize recommendations.","推薦をぱーそならいずします。","すいせんをぱーそならいずします。","We'll personalize recommendations.","推薦のりゆうをせつめいします。","すいせんのりゆうをせつめいします。","We'll explain why it was recommended.","09_recommender_systems",""
"09_recommender_systems","レコメンド（れこめんど）","recommender (loanword)<br><b>Example</b>: レコメンドのCTRを上げる。 / れこめんどのしーてぃーあーるをあげる。 / Increase recommender CTR.","レコメンド","れこめんど","recommender (loanword)","レコメンドをあっぷでーとします。","れこめんどをあっぷでーとします。","We'll update the recommender.","レコメンドのけっかをくらべます。","れこめんどのけっかをくらべます。","We'll compare recommender results.","レコメンドをあっぷでーとします。","れこめんどをあっぷでーとします。","We'll update the recommender.","09_recommender_systems",""
"09_recommender_systems","ランキング（らんきんぐ）","ranking<br><b>Example</b>: ランキングを再計算する。 / らんきんぐをさいけいさんする。 / Recompute rankings.","ランキング","らんきんぐ","ranking","ランキングをさいけいさんします。","らんきんぐをさいけいさんします。","We'll recompute the ranking.","ランキングをさいけいさんします。","らんきんぐをさいけいさんします。","We'll recompute the ranking.","ランキングのるーるをみなおします。","らんきんぐのるーるをみなおします。","We'll review ranking rules.","09_recommender_systems",""
"09_recommender_systems","検索（けんさく）","search<br><b>Example</b>: 検索結果を改善する。 / けんさくけっかをかいぜんする。 / Improve search results.","検索","けんさく","search","検索のれいてんしをはかります。","けんさくのれいてんしをはかります。","We'll measure search latency.","検索のれいてんしをはかります。","けんさくのれいてんしをはかります。","We'll measure search latency.","検索のくえりをぶんせきします。","けんさくのくえりをぶんせきします。","We'll analyze search queries.","09_recommender_systems",""
"09_recommender_systems","クエリ（くえり）","query<br><b>Example</b>: クエリを正規化する。 / くえりをせいきかする。 / Normalize the query.","クエリ","くえり","query","クエリをぶんせきします。","くえりをぶんせきします。","We'll analyze the query.","クエリをきれいにします。","くえりをきれいにします。","We'll clean up the query.","クエリがながすぎます。","くえりがながすぎます。","The query is too long.","09_recommender_systems",""
"09_recommender_systems","候補生成（こうほせいせい）","candidate generation<br><b>Example</b>: 候補生成を高速化する。 / こうほせいせいをこうそくかする。 / Speed up candidate generation.","候補生成","こうほせいせい","candidate generation","候補生成でこうほをふやします。","こうほせいせいでこうほをふやします。","Candidate generation increases candidates.","候補生成でこうほをふやします。","こうほせいせいでこうほをふやします。","Candidate generation increases candidates.","候補生成をはやくします。","こうほせいせいをはやくします。","We'll speed up candidate generation.","09_recommender_systems",""
"09_recommender_systems","再ランキング（さいらんきんぐ）","re-ranking<br><b>Example</b>: 再ランキングで精度を上げる。 / さいらんきんぐでせいどをあげる。 / Improve quality with reranking.","再ランキング","さいらんきんぐ","re-ranking","再ランキングでじゅんばんをなおします。","さいらんきんぐでじゅんばんをなおします。","Re-ranking fixes the order.","再ランキングでじゅんばんをなおします。","さいらんきんぐでじゅんばんをなおします。","Re-ranking fixes the order.","再ランキングのもでるをかえます。","さいらんきんぐのもでるをかえます。","We'll change the re-ranking model.","09_recommender_systems",""
"09_recommender_systems","クリック率（くりっくりつ）","click-through rate (CTR)<br><b>Example</b>: クリック率が下がった。 / くりっくりつがさがった。 / CTR dropped.","クリック率","くりっくりつ","click-through rate (CTR)","クリック率をあげたいです。","くりっくりつをあげたいです。","We want higher CTR.","クリック率をあげたいです。","くりっくりつをあげたいです。","We want higher CTR.","クリック率がさがりました。","くりっくりつがさがりました。","CTR dropped.","09_recommender_systems",""
"09_recommender_systems","コンバージョン（こんばーじょん）","conversion<br><b>Example</b>: コンバージョンを増やす。 / こんばーじょんをふやす。 / Increase conversions.","コンバージョン","こんばーじょん","conversion","コンバージョンをはかります。","こんばーじょんをはかります。","We'll measure conversions.","コンバージョンをはかります。","こんばーじょんをはかります。","We'll measure conversions.","コンバージョンがふえました。","こんばーじょんがふえました。","Conversions increased.","09_recommender_systems",""
"09_recommender_systems","購入率（こうにゅうりつ）","purchase rate<br><b>Example</b>: 購入率を指標にする。 / こうにゅうりつをしひょうにする。 / Use purchase rate as a metric.","購入率","こうにゅうりつ","purchase rate","購入率をあげます。","こうにゅうりつをあげます。","We'll increase purchase rate.","購入率をあげます。","こうにゅうりつをあげます。","We'll increase purchase rate.","購入率がさがったりゆうをみます。","こうにゅうりつがさがったりゆうをみます。","We'll investigate why purchase rate dropped.","09_recommender_systems",""
"09_recommender_systems","滞在時間（たいざいじかん）","dwell time<br><b>Example</b>: 滞在時間が伸びた。 / たいざいじかんがのびた。 / Dwell time increased.","滞在時間","たいざいじかん","dwell time","滞在時間をのばします。","たいざいじかんをのばします。","We'll increase dwell time.","滞在時間をのばします。","たいざいじかんをのばします。","We'll increase dwell time.","滞在時間をしひょうにします。","たいざいじかんをしひょうにします。","We'll use dwell time as a metric.","09_recommender_systems",""
"09_recommender_systems","エンゲージメント（えんげーじめんと）","engagement<br><b>Example</b>: エンゲージメントが改善した。 / えんげーじめんとがかいぜんした。 / Engagement improved.","エンゲージメント","えんげーじめんと","engagement","エンゲージメントをふやします。","えんげーじめんとをふやします。","We'll increase engagement.","エンゲージメントをふやします。","えんげーじめんとをふやします。","We'll increase engagement.","エンゲージメントをしひょうとしてみます。","えんげーじめんとをしひょうとしてみます。","We'll try engagement as a metric.","09_recommender_systems",""
"09_recommender_systems","暗黙フィードバック（あんもくふぃーどばっく）","implicit feedback<br><b>Example</b>: 暗黙フィードバックを使う。 / あんもくふぃーどばっくをつかう。 / Use implicit feedback.","暗黙フィードバック","あんもくふぃーどばっく","implicit feedback","暗黙フィードバックをつかいます。","あんもくふぃーどばっくをつかいます。","We'll use implicit feedback.","暗黙フィードバックをつかいます。","あんもくふぃーどばっくをつかいます。","We'll use implicit feedback.","暗黙フィードバックだけにたよりません。","あんもくふぃーどばっくだけにたよりません。","We won't rely only on implicit feedback.","09_recommender_systems",""
"09_recommender_systems","明示フィードバック（めいじふぃーどばっく）","explicit feedback<br><b>Example</b>: 評価を明示フィードバックとして使う。 / ひょうかをめいじふぃーどばっくとしてつかう。 / Use ratings as explicit feedback.","明示フィードバック","めいじふぃーどばっく","explicit feedback","明示フィードバックをあつめます。","めいじふぃーどばっくをあつめます。","We'll collect explicit feedback.","明示フィードバックをあつめます。","めいじふぃーどばっくをあつめます。","We'll collect explicit feedback.","明示フィードバックはすくないです。","めいじふぃーどばっくはすくないです。","Explicit feedback is scarce.","09_recommender_systems",""
"09_recommender_systems","協調フィルタリング（きょうちょうふぃるたりんぐ）","collaborative filtering<br><b>Example</b>: 協調フィルタリングを試す。 / きょうちょうふぃるたりんぐをためす。 / Try collaborative filtering.","協調フィルタリング","きょうちょうふぃるたりんぐ","collaborative filtering","協調フィルタリングをつかいます。","きょうちょうふぃるたりんぐをつかいます。","We'll use collaborative filtering.","協調フィルタリングでにたゆーざーをさがします。","きょうちょうふぃるたりんぐでにたゆーざーをさがします。","Collaborative filtering finds similar users.","協調フィルタリングはこーるどすたーとによわいです。","きょうちょうふぃるたりんぐはこーるどすたーとによわいです。","Collaborative filtering is weak for cold start.","09_recommender_systems",""
"09_recommender_systems","行列分解（ぎょうれつぶんかい）","matrix factorization<br><b>Example</b>: 行列分解で潜在因子を学習する。 / ぎょうれつぶんかいでせんざいいんしをがくしゅうする。 / Learn latent factors via MF.","行列分解","ぎょうれつぶんかい","matrix factorization","行列分解でいんしをもとめます。","ぎょうれつぶんかいでいんしをもとめます。","Matrix factorization learns factors.","行列分解でいんしをもとめます。","ぎょうれつぶんかいでいんしをもとめます。","Matrix factorization learns factors.","行列分解のらんくをかえます。","ぎょうれつぶんかいのらんくをかえます。","We'll change the rank in matrix factorization.","09_recommender_systems",""
"09_recommender_systems","潜在因子（せんざいいんし）","latent factors<br><b>Example</b>: 潜在因子の次元を変える。 / せんざいいんしのじげんをかえる。 / Change latent dimension.","潜在因子","せんざいいんし","latent factors","潜在因子のすうをちょうせいします。","せんざいいんしのすうをちょうせいします。","We'll tune the number of latent factors.","潜在因子をみてりかいします。","せんざいいんしをみてりかいします。","We'll interpret latent factors.","潜在因子のすうをちょうせいします。","せんざいいんしのすうをちょうせいします。","We'll tune the number of latent factors.","09_recommender_systems",""
"09_recommender_systems","コールドスタート（こーるどすたーと）","cold start<br><b>Example</b>: コールドスタート対策が必要。 / こーるどすたーとたいさくがひつよう。 / Need cold-start mitigation.","コールドスタート","こーるどすたーと","cold start","コールドスタートでれこめんどがよわいです。","こーるどすたーとでれこめんどがよわいです。","Cold start hurts recommendations.","コールドスタートでれこめんどがよわいです。","こーるどすたーとでれこめんどがよわいです。","Cold start hurts recommendations.","コールドスタートたいさくをかんがえます。","こーるどすたーとたいさくをかんがえます。","We'll plan cold-start mitigations.","09_recommender_systems",""
"09_recommender_systems","多様性（たようせい）","diversity<br><b>Example</b>: 多様性を確保する。 / たようせいをかくほする。 / Ensure diversity.","多様性","たようせい","diversity","多様性をだします。","たようせいをだします。","We'll increase diversity.","多様性をだしてかたよりをへらします。","たようせいをだしてかたよりをへらします。","Diversity reduces bias.","多様性がたりないとあきます。","たようせいがたりないとあきます。","Lack of diversity gets boring.","09_recommender_systems",""
"09_recommender_systems","公平性（こうへいせい）","fairness<br><b>Example</b>: 公平性の指標を入れる。 / こうへいせいのしひょうをいれる。 / Add fairness metrics.","公平性","こうへいせい","fairness","公平性をかくほします。","こうへいせいをかくほします。","We'll ensure fairness.","公平性をかくほします。","こうへいせいをかくほします。","We'll ensure fairness.","公平性のてすとをします。","こうへいせいのてすとをします。","We'll test fairness.","09_recommender_systems",""
"09_recommender_systems","オフライン評価（おふらいんひょうか）","offline evaluation<br><b>Example</b>: オフライン評価を先に行う。 / おふらいんひょうかをさきにおこなう。 / Do offline eval first.","オフライン評価","おふらいんひょうか","offline evaluation","オフライン評価でさきにためします。","おふらいんひょうかでさきにためします。","We'll test offline first.","オフライン評価でさきにためします。","おふらいんひょうかでさきにためします。","We'll test offline first.","オフライン評価とおんらいんひょうかをくらべます。","おふらいんひょうかとおんらいんひょうかをくらべます。","We'll compare offline and online evaluation.","09_recommender_systems",""
